id;gender;ssc_pct;ssc_board;hsc_pct;hsc_board;hsc_stream;degree_pct;degree_type;work_exp;emptest_pct;stream;mba_pct;predictecd_prob
21577;Male;61.8;State Board;47.0;State Board;Commerce;54.38;Commerce & Mgmt;No;57.0;Finance;56.13;0
21578;Male;89.19;State Board;64.44;State Board;Science;72.02;Science & Tech;No;72.45;HR;63.93;0
21579;Female;72.54;State Board;80.27;State Board;Commerce;66.75;Commerce & Mgmt;No;71.54;Finance;;0
21580;Male;846.04;State Board;63.0;State Board;Science;62.72;Science & Tech;No;59.18;Finance;63.0;0
21581;Female;83.55;State Board;62.61;State Board;Science;73.44;Science & Tech;Yes;96.22;Finance;72.84;0
21582;Male;83.7;State Board;;State Board;Commerce;66.67;Commerce & Mgmt;No;65.61;Finance;58.88;1
21583;Male;70.24;Central Board;63.0;Central Board;Science;66.24;Science & Tech;No;6.28;HR;;0
21584;Female;56.96;Central Board;69.68;Central Board;Science;67.37;Commerce & Mgmt;No;69.95;Finance;60.61;0
21585;Male;88.54;State Board;;State Board;Arts;68.0;Commerce & Mgmt;No;97.12;HR;59.68;0
21586;Male;86.64;Central Board;74.53;;Commerce;74.03;Commerce & Mgmt;No;97.01;Finance;54.42;1
21587;Male;59.69;State Board;81.72;State Board;Science;58.97;Science & Tech;Yes;67.28;Finance;53.27;0
21588;Female;40.89;State Board;45.83;State Board;Commerce;53.0;Commerce & Mgmt;;71.2;HR;65.49;0
21589;Male;52.0;Central Board;61.49;;Arts;50.23;Commerce & Mgmt;No;67.0;HR;65.9;0
21590;Female;72.51;Central Board;94.58;State Board;Commerce;74.06;Commerce & Mgmt;Yes;93.48;Finance;69.31;0
21591;Male;66.5;Central Board;56.5;Central Board;Arts;56.13;Commerce & Mgmt;Yes;71.88;Finance;;0
21592;Male;49.0;State Board;39.0;Central Board;Science;65.0;Other Degree;No;63.0;Finance;51.21;0
21593;Male;68.27;State Board;;State Board;Commerce;74.44;Commerce & Mgmt;Yes;60.41;Finance;68.97;1
21594;Male;60.18;State Board;71.64;State Board;Commerce;64.0;Commerce & Mgmt;No;68.7;HR;57.63;0
21595;Male;69.49;Central Board;77.82;Central Board;Science;70.52;Science & Tech;Yes;84.17;HR;65.58;1
21596;Male;85.33;State Board;79.19;State Board;Science;65.3;Science & Tech;Yes;83.29;Finance;66.81;0
21597;Female;45.6;State Board;46.88;State Board;Commerce;84.61;Commerce & Mgmt;No;79.2;Finance;51.25;0
21598;Male;81.24;Central Board;73.0;Central Board;Science;78.89;Science & Tech;Yes;81.5;HR;77.28;0
21599;Female;65.9;Central Board;;Central Board;Commerce;75.13;Commerce & Mgmt;No;70.28;HR;4.81;0
21600;Female;;Central Board;62.67;Central Board;Commerce;64.0;Commerce & Mgmt;No;67.58;HR;67.89;0
21601;Male;63.97;State Board;62.13;State Board;Commerce;66.97;Commerce & Mgmt;No;68.97;HR;58.86;1
21602;Male;64.08;Central Board;64.92;Central Board;Commerce;56.92;Commerce & Mgmt;No;97.91;Finance;57.18;0
21603;Female;70.73;State Board;71.9;State Board;Science;65.57;Commerce & Mgmt;No;67.85;HR;71.9;0
21604;Male;49.69;Central Board;53.03;Central Board;Commerce;50.11;Commerce & Mgmt;No;67.0;HR;62.92;0
21605;Male;55.68;State Board;61.33;State Board;Commerce;56.87;Commerce & Mgmt;No;66.0;HR;58.3;0
21606;Female;41.06;Central Board;60.99;State Board;Science;65.99;Commerce & Mgmt;No;97.99;HR;64.24;0
21607;Female;77.41;State Board;59.78;State Board;Commerce;66.38;Commerce & Mgmt;Yes;57.3;Finance;59.2;0
21608;Female;41.2;State Board;407.23;State Board;Science;51.43;Commerce & Mgmt;;76.67;HR;70.96;0
21609;Male;56.66;State Board;56.31;State Board;Science;75.91;Science & Tech;No;75.68;Finance;54.13;0
21610;Male;51.98;Central Board;63.64;State Board;Science;61.19;Commerce & Mgmt;Yes;71.52;Finance;51.26;0
21611;Female;53.0;State Board;56.49;Central Board;Arts;50.29;Commerce & Mgmt;Yes;82.55;Finance;69.71;0
21612;Male;63.0;Central Board;66.2;Central Board;Commerce;65.6;Commerce & Mgmt;Yes;60.0;Finance;62.54;1
21613;Female;41.05;Central Board;60.69;State Board;Science;65.0;Commerce & Mgmt;No;97.27;HR;63.22;0
21614;Female;77.23;State Board;60.32;State Board;Commerce;67.1;Commerce & Mgmt;Yes;57.39;Finance;60.13;0
21615;Female;71.89;Central Board;55.89;State Board;Science;69.02;Commerce & Mgmt;No;55.56;HR;65.73;0
21616;Male;73.86;Central Board;62.76;State Board;Science;68.92;Commerce & Mgmt;No;73.08;Finance;57.56;1
21617;Male;61.87;Central Board;74.26;Central Board;Science;70.26;Commerce & Mgmt;No;79.69;HR;61.93;1
21618;Male;63.0;State Board;72.82;State Board;Commerce;60.56;Commerce & Mgmt;No;65.75;Finance;67.02;1
21619;Female;69.7;Central Board;47.0;Central Board;Commerce;72.7;Science & Tech;No;79.0;HR;59.24;0
21620;Male;55.61;State Board;50.99;State Board;Commerce;57.5;Commerce & Mgmt;No;57.63;HR;62.71;1
21621;Male;76.07;State Board;97.34;State Board;Science;82.02;Science & Tech;No;97.77;Finance;77.18;1
21622;Male;51.76;Central Board;62.4;State Board;Science;59.16;Commerce & Mgmt;Yes;69.83;Finance;53.28;0
21623;Male;78.26;Central Board;95.1;State Board;Commerce;;Commerce & Mgmt;Yes;78.48;Finance;68.65;0
21624;Male;87.32;Central Board;70.96;State Board;Commerce;57.99;Commerce & Mgmt;;87.69;Finance;73.35;1
21625;Male;50.76;Central Board;42.56;Central Board;Commerce;56.04;Commerce & Mgmt;No;64.96;Finance;51.56;0
21626;Female;79.0;State Board;76.0;State Board;Commerce;85.0;Commerce & Mgmt;No;95.0;Finance;69.06;0
21627;Female;46.4;Central Board;51.4;Central Board;Commerce;56.8;Commerce & Mgmt;Yes;60.0;HR;58.9;0
21628;Male;50.14;State Board;58.3;State Board;Science;63.58;Science & Tech;No;58.28;HR;60.68;0
21629;Male;59.0;Central Board;64.0;State Board;Science;58.0;Science & Tech;No;85.0;HR;55.3;0
21630;Female;77.0;Central Board;85.33;;Arts;53.98;Science & Tech;No;50.3;Finance;61.02;0
21631;Female;77.8;State Board;63.99;State Board;Science;66.74;Commerce & Mgmt;No;86.29;Finance;62.45;0
21632;Male;84.62;State Board;83.75;State Board;Arts;77.25;Commerce & Mgmt;No;85.76;Finance;77.86;1
21633;Female;65.94;Central Board;67.0;State Board;Science;69.41;Science & Tech;Yes;58.19;HR;68.38;0
21634;Male;62.0;Central Board;60.33;State Board;Science;64.21;Science & Tech;No;63.0;HR;60.02;0
21635;Male;65.42;Central Board;74.63;Central Board;Arts;69.75;Commerce & Mgmt;No;83.25;HR;61.29;1
21636;Male;73.85;State Board;75.1;State Board;Commerce;67.85;Commerce & Mgmt;Yes;76.59;Finance;;1
21637;Female;69.0;Central Board;62.0;Central Board;Science;66.0;Science & Tech;No;75.0;HR;67.99;0
21638;Female;66.5;Central Board;66.8;Central Board;Arts;69.3;Commerce & Mgmt;Yes;80.4;Finance;71.0;0
21639;Male;66.0;Central Board;76.0;Central Board;Commerce;72.0;Commerce & Mgmt;Yes;84.0;HR;58.95;0
21640;Female;60.0;Central Board;63.0;Central Board;Arts;56.0;Other Degree;Yes;80.0;HR;56.63;0
21641;Male;71.73;State Board;57.48;State Board;Commerce;76.79;Commerce & Mgmt;Yes;61.9;HR;53.2;1
21642;Female;56.28;State Board;62.83;State Board;Commerce;59.79;Commerce & Mgmt;;60.0;HR;57.29;0
21643;Male;63.0;State Board;67.0;State Board;Science;64.0;Science & Tech;No;75.0;Finance;66.46;0
21644;Female;52.0;State Board;50.7;State Board;Science;56.09;Science & Tech;No;67.0;HR;58.42;0
21645;Female;66.18;State Board;70.6;Central Board;Arts;71.28;Commerce & Mgmt;No;61.1;Finance;64.33;0
21646;Male;63.09;Central Board;65.55;Central Board;Commerce;74.32;Commerce & Mgmt;No;;Finance;60.07;1
21647;Male;58.28;Central Board;66.15;State Board;Science;65.32;Commerce & Mgmt;No;69.91;HR;52.46;0
21648;Female;80.59;State Board;78.38;State Board;Commerce;88.17;Commerce & Mgmt;No;97.17;Finance;68.55;0
21649;Male;63.0;Central Board;60.0;Central Board;Commerce;57.0;Commerce & Mgmt;Yes;78.0;Finance;54.55;0
21650;Female;58.73;Central Board;76.86;Central Board;Arts;73.96;Commerce & Mgmt;No;50.49;HR;58.52;0
21651;Female;89.12;State Board;65.76;State Board;Science;87.04;Commerce & Mgmt;Yes;81.96;Finance;73.54;0
21652;Male;71.58;Central Board;71.76;Central Board;Science;64.58;Science & Tech;Yes;60.57;HR;62.6;0
21653;Female;71.17;Central Board;46.89;Central Board;Science;65.66;Science & Tech;No;64.83;HR;56.9;0
21654;Male;69.92;State Board;;State Board;Commerce;57.0;Commerce & Mgmt;No;72.23;HR;55.99;0
21655;Male;63.75;Central Board;70.63;Central Board;Arts;66.65;Commerce & Mgmt;Yes;57.74;Finance;64.44;1
21656;Male;59.29;Central Board;;Central Board;Science;60.27;Other Degree;No;74.73;HR;59.49;0
21657;Male;84.22;State Board;61.48;State Board;Science;60.68;Science & Tech;No;87.55;Finance;66.33;0
21658;Male;63.8;State Board;66.42;State Board;Commerce;66.0;Commerce & Mgmt;No;66.84;HR;57.17;0
21659;Male;;State Board;58.74;State Board;Science;75.37;Science & Tech;No;76.95;Finance;52.18;0
21660;Male;67.57;State Board;68.0;State Board;Commerce;64.0;Commerce & Mgmt;Yes;74.23;HR;;0
21661;Male;61.8;State Board;47.0;State Board;Commerce;54.38;Commerce & Mgmt;No;57.0;Finance;56.13;0
21662;Male;55.6;State Board;51.0;State Board;Commerce;57.5;Commerce & Mgmt;No;57.63;HR;62.72;1
21663;Male;63.0;State Board;;State Board;Commerce;68.0;Commerce & Mgmt;;64.0;Finance;62.46;1
21664;Male;58.06;;48.26;State Board;Commerce;58.32;Commerce & Mgmt;No;56.69;HR;61.34;1
21665;Female;74.62;State Board;83.1;State Board;Arts;67.68;Commerce & Mgmt;No;73.62;Finance;;0
21666;Male;64.63;State Board;62.0;State Board;Commerce;70.45;Commerce & Mgmt;No;65.63;Finance;67.07;1
21667;Male;71.89;State Board;74.55;State Board;Arts;74.55;Commerce & Mgmt;No;95.0;Finance;68.79;1
21668;Female;85.43;State Board;89.68;State Board;Commerce;72.2;Commerce & Mgmt;Yes;77.65;Finance;77.84;0
21669;Male;51.85;Central Board;82.31;State Board;Commerce;;Science & Tech;No;50.26;Finance;58.63;0
21670;Male;79.2;Central Board;73.62;Central Board;Science;77.68;;Yes;81.07;HR;77.03;1
21671;Male;88.29;State Board;90.18;State Board;Science;59.6;Science & Tech;No;80.83;Finance;54.38;0
21672;Female;77.45;State Board;59.65;;Commerce;66.2;Commerce & Mgmt;Yes;57.27;Finance;58.96;0
21673;Male;60.28;State Board;61.28;State Board;Commerce;65.72;Commerce & Mgmt;No;58.39;Finance;56.65;0
21674;Female;79.92;State Board;77.39;State Board;Commerce;86.85;Commerce & Mgmt;No;97.77;Finance;68.76;0
21675;Male;50.2;Central Board;59.25;Central Board;Commerce;50.26;Commerce & Mgmt;No;67.45;HR;64.3;0
21676;Male;67.32;State Board;67.0;State Board;Commerce;73.36;Commerce & Mgmt;Yes;59.36;Finance;69.53;1
21677;Male;71.83;State Board;;State Board;Arts;74.63;Commerce & Mgmt;No;95.0;Finance;68.83;1
21678;Female;64.0;State Board;70.2;Central Board;Commerce;61.0;Commerce & Mgmt;No;50.0;Finance;62.5;0
21679;Female;52.0;State Board;52.0;State Board;Science;55.0;Science & Tech;No;67.0;HR;59.32;0
21680;Female;52.59;State Board;54.57;Central Board;Commerce;50.19;Commerce & Mgmt;Yes;76.12;Finance;65.36;0
21681;Male;81.79;State Board;68.21;State Board;Science;66.62;Science & Tech;No;85.8;HR;71.84;0
21682;Male;86.41;Central Board;74.31;Central Board;Commerce;74.47;Commerce & Mgmt;No;97.28;Finance;54.61;1
21683;Male;66.5;Central Board;62.5;Central Board;Commerce;60.9;Commerce & Mgmt;No;93.4;Finance;55.03;0
21684;Female;65.0;Central Board;75.0;Central Board;Commerce;69.0;Commerce & Mgmt;Yes;72.0;Finance;64.66;0
21685;Female;52.58;State Board;54.6;Central Board;Commerce;50.2;Commerce & Mgmt;Yes;76.0;Finance;65.33;0
21686;Female;56.28;State Board;62.83;State Board;Commerce;;Commerce & Mgmt;No;60.0;HR;;0
21687;Male;61.3;Central Board;67.1;State Board;Arts;56.51;Commerce & Mgmt;No;81.55;Finance;66.57;1
21688;Male;74.0;State Board;59.0;State Board;Commerce;73.0;Commerce & Mgmt;Yes;60.0;HR;56.7;0
21689;Male;44.46;;69.05;State Board;Science;79.0;Science & Tech;No;53.34;Finance;56.51;0
21690;Female;57.46;Central Board;69.46;Central Board;Commerce;66.46;Commerce & Mgmt;;64.1;Finance;70.85;0
21691;Male;71.82;State Board;50.02;State Board;Science;50.48;Commerce & Mgmt;No;69.85;HR;66.16;0
21692;Female;74.9;State Board;57.0;State Board;Science;62.0;Other Degree;Yes;80.0;Finance;60.78;0
21693;Female;63.24;State Board;67.4;State Board;Commerce;60.0;Commerce & Mgmt;No;57.94;HR;69.73;0
21694;Female;64.0;Central Board;73.5;Central Board;Commerce;73.0;Commerce & Mgmt;No;52.0;HR;56.7;0
21695;Female;71.32;Central Board;96.66;State Board;Commerce;79.07;Commerce & Mgmt;Yes;84.97;Finance;69.27;0
21696;Female;4.4;Central Board;69.15;Central Board;Commerce;66.15;Commerce & Mgmt;No;63.58;Finance;70.39;0
21697;Male;51.15;State Board;58.64;State Board;Science;65.0;Science & Tech;Yes;83.62;Finance;62.32;0
21698;Female;64.77;State Board;71.52;;Arts;68.37;Commerce & Mgmt;No;61.56;Finance;64.59;0
21699;Male;63.02;State Board;71.41;State Board;Commerce;61.37;Commerce & Mgmt;No;68.0;Finance;66.95;1
21700;Male;55.41;State Board;37.16;State Board;Science;63.21;Commerce & Mgmt;No;74.68;HR;53.02;0
21701;Female;72.39;Central Board;73.34;Central Board;Science;73.61;Science & Tech;No;57.97;HR;53.42;0
21702;Female;79.45;Central Board;77.36;Central Board;Science;67.1;Science & Tech;No;58.0;HR;55.71;0
21703;Male;77.97;State Board;75.64;State Board;Science;73.0;Science & Tech;No;80.0;Finance;66.84;1
21704;Female;46.36;Central Board;57.55;;Science;69.46;Commerce & Mgmt;No;63.27;HR;69.02;0
21705;Female;43.0;Central Board;60.0;State Board;Science;65.0;Commerce & Mgmt;No;92.66;HR;62.92;0
21706;Male;66.83;State Board;61.83;Central Board;Science;72.66;Commerce & Mgmt;No;71.83;Finance;59.84;1
21707;Male;65.0;Central Board;72.07;State Board;Commerce;;Commerce & Mgmt;Yes;57.54;Finance;56.86;0
21708;Female;78.73;State Board;74.99;State Board;Commerce;86.25;Commerce & Mgmt;No;95.68;Finance;68.14;0
21709;Male;69.34;Central Board;77.07;Central Board;Commerce;75.61;Commerce & Mgmt;No;80.54;Finance;64.44;1
21710;Male;54.4;Central Board;855.68;Central Board;Commerce;56.2;Commerce & Mgmt;No;67.0;HR;62.65;0
21711;Male;54.93;State Board;70.21;State Board;Arts;71.93;Commerce & Mgmt;Yes;;Finance;77.86;1
21712;Female;78.88;Central Board;65.49;Central Board;Science;71.89;Science & Tech;No;59.15;HR;65.47;0
21713;Male;73.51;Central Board;68.7;Central Board;Science;73.46;Commerce & Mgmt;Yes;57.97;Finance;54.9;0
21714;Female;78.34;Central Board;64.12;Central Board;Science;64.09;Science & Tech;No;;HR;72.48;0
21715;Male;63.93;Central Board;71.66;Central Board;Arts;66.89;Commerce & Mgmt;Yes;57.21;Finance;64.88;1
21716;Male;56.37;State Board;37.35;State Board;Science;61.64;Commerce & Mgmt;No;74.06;HR;55.18;0
21717;Male;57.81;State Board;60.95;State Board;Commerce;61.05;Commerce & Mgmt;No;57.77;HR;54.01;0
21718;Female;49.47;State Board;37.07;State Board;Arts;50.4;Other Degree;No;65.8;HR;54.91;0
21719;Female;70.19;State Board;55.89;State Board;Science;64.6;Commerce & Mgmt;No;51.03;HR;53.74;0
21720;Male;82.64;State Board;82.89;State Board;Commerce;77.42;Commerce & Mgmt;No;88.33;Finance;76.27;1
21721;Male;63.93;State Board;5.78;State Board;Arts;71.54;Commerce & Mgmt;No;64.93;Finance;64.74;1
21722;Male;64.07;State Board;62.0;State Board;Commerce;69.61;Commerce & Mgmt;No;65.07;Finance;65.48;1
21723;Female;52.83;State Board;55.73;Central Board;Commerce;50.3;Commerce & Mgmt;Yes;79.93;Finance;67.95;0
21724;Female;67.16;Central Board;52.65;Central Board;Science;64.88;Science & Tech;No;64.0;HR;58.16;0
21725;Male;59.56;Central Board;71.65;Central Board;Commerce;65.0;Commerce & Mgmt;No;65.95;Finance;56.2;0
21726;Male;65.02;State Board;37.81;State Board;Science;63.33;Science & Tech;No;50.32;HR;;0
21727;Male;;State Board;62.0;State Board;Commerce;65.0;Commerce & Mgmt;No;62.0;Finance;56.81;0
21728;Male;72.33;Central Board;62.42;Central Board;Science;69.5;Science & Tech;No;62.03;HR;59.07;0
21729;Male;60.18;State Board;62.0;State Board;Commerce;69.1;Commerce & Mgmt;No;61.18;Finance;60.44;1
21730;Male;83.04;State Board;95.91;State Board;Commerce;86.99;Commerce & Mgmt;No;71.87;HR;72.8;0
21731;Female;61.58;Central Board;57.31;State Board;Commerce;52.4;Commerce & Mgmt;No;50.25;HR;58.48;0
21732;Male;87.1;Central Board;74.99;Central Board;Commerce;73.72;Commerce & Mgmt;No;97.38;Finance;54.72;1
21733;Male;48.02;Central Board;68.62;State Board;Science;78.99;Science & Tech;No;60.76;Finance;58.09;0
21734;Male;74.77;State Board;70.76;State Board;Commerce;71.03;Commerce & Mgmt;No;95.52;Finance;67.51;1
21735;Male;60.41;State Board;69.16;State Board;Science;63.14;Science & Tech;No;75.0;Finance;65.8;0
21736;Male;74.08;State Board;59.08;State Board;Commerce;73.54;Commerce & Mgmt;Yes;60.49;HR;56.69;0
21737;Female;44.13;Central Board;56.7;Central Board;Arts;63.43;Commerce & Mgmt;No;73.4;Finance;64.74;0
21738;Female;77.13;State Board;59.39;State Board;Science;64.8;Science & Tech;Yes;91.92;Finance;63.7;0
21739;Male;49.69;;54.28;Central Board;Commerce;50.22;Commerce & Mgmt;No;67.63;HR;65.61;0
21740;Male;51.38;Central Board;61.38;Central Board;Arts;50.29;Commerce & Mgmt;No;73.24;HR;56.77;0
21741;Male;56.6;Central Board;64.8;Central Board;Commerce;70.2;Commerce & Mgmt;No;84.27;Finance;67.2;1
21742;Female;68.62;Central Board;69.46;Central Board;Commerce;59.54;Commerce & Mgmt;No;50.43;Finance;68.02;0
21743;Male;77.3;State Board;64.54;State Board;Commerce;71.41;Commerce & Mgmt;No;88.55;Finance;60.15;1
21744;Female;68.79;Central Board;73.69;Central Board;Commerce;;Commerce & Mgmt;No;54.61;Finance;67.08;0
21745;Male;55.04;State Board;67.0;State Board;Arts;67.87;;Yes;50.33;Finance;77.82;0
21746;Male;66.39;State Board;68.92;State Board;Commerce;66.14;Commerce & Mgmt;Yes;74.83;HR;52.79;0
21747;Female;74.0;State Board;67.64;State Board;Commerce;53.91;Commerce & Mgmt;No;68.36;HR;;0
21748;Male;62.0;Central Board;58.0;State Board;Science;53.0;Commerce & Mgmt;No;89.0;HR;60.22;1
21749;Female;66.24;State Board;70.56;Central Board;Arts;71.41;Commerce & Mgmt;No;61.08;Finance;64.32;0
21750;Male;49.99;Central Board;67.31;State Board;Science;76.03;Science & Tech;No;;Finance;57.48;0
21751;Female;43.71;Central Board;55.82;State Board;Science;68.29;Commerce & Mgmt;No;63.65;HR;68.66;0
21752;Male;73.0;Central Board;64.0;State Board;Commerce;77.0;Commerce & Mgmt;Yes;65.0;HR;60.98;1
21753;Male;55.6;State Board;51.0;State Board;Commerce;57.5;Commerce & Mgmt;No;;HR;62.72;1
21754;Male;84.2;Central Board;73.4;Central Board;Commerce;66.89;Commerce & Mgmt;No;61.6;Finance;62.48;1
21755;Male;65.2;Central Board;61.4;Central Board;Commerce;64.8;Commerce & Mgmt;Yes;93.4;Finance;57.34;0
21756;Male;49.91;Central Board;59.61;Central Board;Arts;50.17;Commerce & Mgmt;No;67.52;HR;64.55;0
21757;Male;69.17;State Board;59.94;State Board;Commerce;65.01;Commerce & Mgmt;No;87.29;Finance;52.61;0
21758;Male;61.93;State Board;62.7;State Board;Commerce;63.85;Commerce & Mgmt;;66.93;Finance;56.98;0
21759;Female;76.75;Central Board;86.49;Central Board;Arts;55.29;Other Degree;No;56.24;Finance;64.28;0
21760;Male;44.0;Central Board;58.0;Central Board;Arts;55.0;Commerce & Mgmt;Yes;64.25;HR;;0
21761;Male;88.79;State Board;82.95;State Board;Science;63.06;Science & Tech;Yes;87.95;Finance;66.33;0
21762;Male;74.63;State Board;70.8;State Board;Commerce;71.43;Commerce & Mgmt;No;95.0;Finance;67.16;1
21763;Male;52.76;Central Board;65.99;State Board;Science;75.01;Science & Tech;No;58.28;Finance;55.02;0
21764;Male;88.92;Central Board;76.94;Central Board;Commerce;74.31;Commerce & Mgmt;No;97.46;Finance;53.62;1
21765;Male;82.35;State Board;60.31;State Board;Science;65.08;Commerce & Mgmt;Yes;85.62;Finance;69.88;1
21766;Male;63.78;Central Board;82.35;Central Board;Science;66.62;Commerce & Mgmt;No;59.19;HR;59.83;1
21767;Male;50.65;;42.23;Central Board;Commerce;56.65;Commerce & Mgmt;No;64.71;Finance;;0
21768;Female;62.08;Central Board;72.81;Central Board;Commerce;66.81;Commerce & Mgmt;Yes;72.73;Finance;66.06;0
21769;Male;55.55;Central Board;86.69;State Board;Commerce;64.98;Science & Tech;No;50.26;Finance;55.31;0
21770;Male;84.06;Central Board;81.12;State Board;Commerce;60.06;Commerce & Mgmt;Yes;87.17;Finance;74.36;1
21771;Female;41.01;State Board;38.15;State Board;Commerce;55.45;Commerce & Mgmt;No;67.0;HR;65.63;0
21772;Male;85.0;Central Board;60.0;State Board;Science;73.43;Science & Tech;Yes;720.0;Finance;61.29;0
21773;Female;64.0;State Board;70.2;Central Board;Commerce;61.0;Commerce & Mgmt;No;50.0;Finance;62.5;0
21774;Male;89.03;Central Board;77.37;Central Board;Arts;79.56;Commerce & Mgmt;No;97.17;Finance;51.64;1
21775;Male;62.7;Central Board;66.1;Central Board;Commerce;74.2;Commerce & Mgmt;No;81.8;Finance;60.59;1
21776;Male;70.09;State Board;96.8;State Board;Science;76.49;Science & Tech;No;97.48;Finance;7.07;1
21777;Male;62.0;State Board;65.0;State Board;Commerce;66.0;Commerce & Mgmt;No;50.0;HR;56.7;0
21778;Male;60.9;Central Board;66.78;Central Board;Commerce;56.68;Commerce & Mgmt;No;77.57;Finance;51.25;1
21779;Female;52.0;Central Board;64.0;Central Board;Commerce;61.0;Commerce & Mgmt;No;55.0;Finance;62.93;0
21780;Female;68.6;Central Board;73.17;Central Board;Commerce;63.72;Commerce & Mgmt;No;;Finance;71.46;0
21781;Female;79.15;State Board;61.01;State Board;Science;68.01;Science & Tech;Yes;96.5;Finance;75.0;0
21782;Female;82.72;State Board;61.84;State Board;Science;73.36;Science & Tech;Yes;97.55;Finance;72.03;1
21783;Female;87.08;State Board;64.23;State Board;Science;67.58;Science & Tech;No;57.97;Finance;59.38;0
21784;Female;;Central Board;70.0;Central Board;Science;76.0;Commerce & Mgmt;Yes;66.0;Finance;64.44;0
21785;Male;87.06;Central Board;75.07;Central Board;Commerce;75.75;Commerce & Mgmt;;97.8;Finance;53.64;1
21786;Male;41.0;Central Board;42.0;Central Board;Science;60.0;Commerce & Mgmt;No;97.0;Finance;53.39;0
21787;Male;76.8;Central Board;69.4;Central Board;Commerce;58.34;Commerce & Mgmt;Yes;58.0;Finance;54.33;0
21788;Male;68.18;Central Board;71.2;Central Board;Science;64.39;Other Degree;Yes;63.12;HR;61.61;0
21789;Male;84.31;Central Board;73.34;Central Board;Commerce;66.97;Commerce & Mgmt;No;60.91;Finance;62.86;1
21790;Female;69.8;State Board;60.8;State Board;Science;72.23;Science & Tech;No;55.53;HR;68.81;0
21791;Male;61.14;Central Board;73.03;Central Board;Commerce;58.86;Commerce & Mgmt;;76.14;Finance;51.28;0
21792;Male;65.99;Central Board;53.99;Central Board;Arts;50.27;Commerce & Mgmt;No;79.0;HR;51.21;0
21793;Male;62.37;Central Board;45.81;Central Board;Commerce;50.45;Commerce & Mgmt;No;77.99;HR;;0
21794;Male;71.59;Central Board;74.45;Central Board;Commerce;64.32;Commerce & Mgmt;No;84.14;Finance;62.7;1
21795;Male;83.3;State Board;79.65;State Board;Commerce;66.71;Commerce & Mgmt;No;924.75;Finance;59.18;1
21796;Female;50.0;State Board;37.0;State Board;Arts;52.0;Other Degree;No;65.0;HR;56.11;0
21797;Female;79.0;Central Board;76.0;Central Board;Science;65.6;Science & Tech;No;58.0;HR;55.47;0
21798;Male;78.98;State Board;74.22;State Board;Science;75.01;Science & Tech;No;87.6;HR;71.55;0
21799;Male;68.85;State Board;61.34;Central Board;Commerce;74.31;Commerce & Mgmt;No;56.0;HR;63.61;1
21800;Male;59.0;Central Board;64.0;State Board;Science;58.0;Science & Tech;No;85.0;HR;55.3;0
21801;Female;87.7;State Board;46.97;State Board;Science;90.11;Science & Tech;No;51.27;HR;70.85;0
21802;Female;62.22;Central Board;63.19;Central Board;Arts;73.77;Commerce & Mgmt;;60.46;HR;59.93;0
21803;Female;40.94;Central Board;57.23;State Board;Science;65.0;Commerce & Mgmt;No;97.3;HR;;0
21804;Male;65.15;Central Board;71.91;State Board;Commerce;62.58;Commerce & Mgmt;Yes;56.77;Finance;56.14;0
21805;Male;76.09;Central Board;87.82;State Board;Commerce;61.09;Commerce & Mgmt;;86.72;Finance;69.71;0
21806;Male;75.91;State Board;56.54;State Board;Commerce;50.25;Commerce & Mgmt;No;81.41;HR;52.52;1
21807;Male;72.87;Central Board;64.63;State Board;Commerce;77.5;Commerce & Mgmt;Yes;65.63;HR;;1
21808;Male;61.08;State Board;50.0;State Board;Science;54.0;Science & Tech;No;71.0;Finance;65.69;0
21809;Female;86.2;State Board;92.19;State Board;Commerce;83.2;Commerce & Mgmt;No;92.27;Finance;66.26;0
21810;Female;70.5;Central Board;62.5;State Board;Commerce;61.0;Commerce & Mgmt;No;93.91;Finance;69.03;0
21811;Male;55.9;State Board;69.59;State Board;Arts;71.56;Commerce & Mgmt;Yes;50.25;Finance;77.43;1
21812;Male;71.0;Central Board;58.66;Central Board;Science;58.0;Science & Tech;Yes;56.0;Finance;61.3;0
21813;Male;75.77;State Board;58.11;State Board;Arts;76.54;Commerce & Mgmt;;63.98;HR;55.2;0
21814;Male;74.0;Central Board;62.0;State Board;Science;68.0;Commerce & Mgmt;;74.0;Finance;57.99;1
21815;Male;6.7;State Board;61.14;Central Board;Science;72.11;Commerce & Mgmt;No;71.97;Finance;60.81;1
21816;Male;85.86;Central Board;84.07;State Board;Arts;52.65;Commerce & Mgmt;Yes;89.74;Finance;71.94;1
21817;Male;79.33;Central Board;78.33;State Board;Science;77.48;Science & Tech;Yes;86.5;Finance;66.28;0
21818;Female;59.57;Central Board;61.34;State Board;Commerce;79.22;Commerce & Mgmt;No;71.57;HR;66.95;0
21819;Male;54.06;Central Board;61.66;Central Board;Arts;55.85;Commerce & Mgmt;Yes;61.01;HR;61.67;1
21820;Female;64.7;Central Board;70.25;Central Board;Arts;71.67;Commerce & Mgmt;Yes;84.28;Finance;73.16;0
21821;Male;62.9;Central Board;58.82;State Board;Science;63.5;Science & Tech;No;63.9;HR;62.92;0
21822;Male;51.29;Central Board;61.29;Central Board;Arts;50.19;Commerce & Mgmt;No;73.42;HR;56.98;0
21823;Male;64.76;Central Board;74.87;Central Board;Commerce;70.71;Commerce & Mgmt;No;74.28;HR;57.33;0
